"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2025-03-15 09:53:37","11078528155","SOLUSDT","Limit","BUY","133.22","1SOL","2025-03-15 09:59:54","0SOL","0","0USDT","CANCELED"
"2025-03-15 09:52:33","11078522979","SOLUSDT","Limit","BUY","133.19","1SOL","2025-03-15 09:53:28","0SOL","0","0USDT","CANCELED"
"2025-03-15 09:50:16","11078510909","SOLUSDT","Limit","SELL","133.3","1SOL","2025-03-15 09:51:36","1SOL","133.3","133.3USDT","FILLED"
"2025-03-15 09:48:57","11078505269","SOLUSDT","Limit","BUY","133.19","1SOL","2025-03-15 09:49:49","1SOL","133.19","133.19USDT","FILLED"
"2025-03-14 15:21:58","2306164162","INJUSDT","Limit","SELL","12.2","15INJ","2025-03-14 15:21:58","0INJ","0","0USDT","NEW"
"2025-03-14 15:21:24","11069316998","SOLUSDT","Limit","SELL","180","2SOL","2025-03-14 15:21:24","0SOL","0","0USDT","NEW"
"2025-03-14 15:21:09","11069306614","SOLUSDT","Limit","SELL","150","1.5SOL","2025-03-14 15:21:09","0SOL","0","0USDT","NEW"
"2025-03-14 07:40:09","11063434141","SOLUSDT","Limit","BUY","110","2SOL","2025-03-17 13:05:10","0SOL","0","0USDT","CANCELED"
"2025-03-13 17:59:59","11057369086","SOLUSDT","Limit","BUY","112","0.892SOL","2025-03-14 07:39:40","0SOL","0","0USDT","CANCELED"
"2025-03-13 17:59:00","2304328644","INJUSDT","Limit","SELL","12","10INJ","2025-03-14 15:20:48","0INJ","0","0USDT","CANCELED"
"2025-03-13 17:58:22","2304327676","INJUSDT","Limit","BUY","8.94","11.18INJ","2025-03-13 17:58:42","11.18INJ","8.94","99.9492USDT","FILLED"
"2025-03-10 14:17:32","10981489435","SOLUSDT","Limit","BUY","121.81","0.796SOL","2025-03-10 14:17:32","0.796SOL","121.45","96.6742USDT","FILLED"
"2025-03-09 16:54:50","10957722073","SOLUSDT","Limit","SELL","140","1SOL","2025-03-14 07:39:28","0SOL","0","0USDT","CANCELED"
"2025-03-09 16:54:15","10957707785","SOLUSDT","Limit","BUY","127.98","1SOL","2025-03-09 16:55:47","1SOL","127.98","127.98USDT","FILLED"
"2025-03-09 13:58:37","10954018256","SOLUSDT","Limit","BUY","129","1SOL","2025-03-09 16:36:58","1SOL","129","129USDT","FILLED"
"2025-03-09 13:58:10","10954010306","SOLUSDT","Limit","SELL","148","1.121SOL","2025-03-14 15:20:46","0SOL","0","0USDT","CANCELED"
"2025-03-09 13:57:19","10953993305","SOLUSDT","Limit","BUY","133.75","1.121SOL","2025-03-09 13:57:19","1.121SOL","133.65","149.82165USDT","FILLED"
"2025-03-04 16:29:55","10838623158","SOLUSDT","Limit","BUY","125","0.6SOL","2025-03-09 13:57:00","0SOL","0","0USDT","CANCELED"
"2025-03-04 16:19:01","2270199193","INJUSDT","Limit","SELL","15.5","45.24INJ","2025-03-10 14:17:39","0INJ","0","0USDT","CANCELED"
"2025-03-04 16:16:10","10837929545","SOLUSDT","Limit","BUY","137.28","0.364SOL","2025-03-04 16:16:10","0.364SOL","137.26","49.96264USDT","FILLED"
"2025-03-04 16:15:52","10837917271","SOLUSDT","Limit","BUY","130","0.384SOL","2025-03-09 13:57:09","0SOL","0","0USDT","CANCELED"
"2025-03-04 16:14:45","10837870496","SOLUSDT","Limit","SELL","165","2.87SOL","2025-03-06 08:25:23","0SOL","0","0USDT","CANCELED"
"2025-03-04 16:14:05","10837845073","SOLUSDT","Limit","BUY","115","1.739SOL","2025-03-09 13:57:07","0SOL","0","0USDT","CANCELED"
"2025-03-04 16:13:53","10837838709","SOLUSDT","Limit","BUY","120","0.833SOL","2025-03-09 13:57:06","0SOL","0","0USDT","CANCELED"
"2025-03-04 16:13:40","10837831959","SOLUSDT","Limit","BUY","130","0.769SOL","2025-03-04 16:15:39","0SOL","0","0USDT","CANCELED"
"2025-03-04 12:45:07","2269163333","INJUSDT","Limit","BUY","11","4.54INJ","2025-03-04 12:45:07","4.54INJ","11","49.94USDT","FILLED"
"2025-03-04 12:44:31","10827283372","SOLUSDT","Limit","BUY","136.84","0.73SOL","2025-03-04 12:48:46","0.73SOL","136.84","99.8932USDT","FILLED"
"2025-03-04 02:57:59","10814962508","SOLUSDT","Limit","BUY","136.83","0.731SOL","2025-03-04 02:58:02","0.731SOL","136.83","100.02273USDT","FILLED"
"2025-03-04 00:05:07","10806740662","SOLUSDT","Limit","SELL","180","1.411SOL","2025-03-04 16:14:18","0SOL","0","0USDT","CANCELED"
"2025-03-04 00:04:25","10806726373","SOLUSDT","Limit","BUY","141.74","1.412SOL","2025-03-04 00:04:25","1.412SOL","141.71","200.09452USDT","FILLED"
"2025-03-02 16:43:27","2260039774","INJUSDT","Limit","SELL","15.5","40.7INJ","2025-03-04 16:18:41","0INJ","0","0USDT","CANCELED"
"2025-03-02 16:42:48","10743155191","SOLUSDT","Limit","SELL","174.13","1.241SOL","2025-03-02 16:42:48","1.241SOL","174.13","216.09533USDT","FILLED"
"2025-03-01 06:36:37","10713642267","SOLUSDT","Limit","SELL","155","1.24SOL","2025-03-02 15:28:21","1.24SOL","155","192.2USDT","FILLED"
"2025-03-01 06:36:10","2255962810","INJUSDT","Limit","SELL","15.5","14.19INJ","2025-03-02 16:42:56","0INJ","0","0USDT","CANCELED"
"2025-03-01 06:35:22","10713629025","SOLUSDT","Limit","SELL","151","1.24SOL","2025-03-01 06:36:18","0SOL","0","0USDT","CANCELED"
"2025-02-28 14:11:53","2254170156","INJUSDT","Limit","SELL","16.55","32.95INJ","2025-02-28 14:12:26","0INJ","0","0USDT","CANCELED"
"2025-02-28 14:11:18","10696401503","SOLUSDT","Limit","SELL","154","2.481SOL","2025-02-28 14:12:24","0SOL","0","0USDT","CANCELED"
"2025-02-28 14:10:22","2254161982","INJUSDT","Limit","SELL","16.5","7.75INJ","2025-02-28 14:12:23","0INJ","0","0USDT","CANCELED"
"2025-02-28 08:24:16","25885232811","ETHUSDT","Limit","BUY","2082.51","0.048ETH","2025-02-28 08:24:16","0.048ETH","2081.59","99.91632USDT","FILLED"
"2025-02-28 03:11:58","25857884649","ETHUSDT","Limit","BUY","2183.55","0.0458ETH","2025-02-28 03:11:58","0.0458ETH","2182.74","99.969492USDT","FILLED"
"2025-02-28 03:10:12","25857743556","ETHUSDT","Limit","BUY","2184.28","0.1373ETH","2025-02-28 03:10:12","0.1373ETH","2183.8","299.83574USDT","FILLED"
"2025-02-26 14:25:38","2246228483","INJUSDT","Limit","BUY","12.88","7.76INJ","2025-02-26 14:25:38","7.76INJ","12.88","99.9488USDT","FILLED"
"2025-02-25 12:34:10","10605421697","SOLUSDT","Limit","SELL","152","2.481SOL","2025-02-28 14:10:44","0SOL","0","0USDT","CANCELED"
"2025-02-25 12:33:39","2242927115","INJUSDT","Limit","SELL","17","32.95INJ","2025-02-28 14:11:26","0INJ","0","0USDT","CANCELED"
"2025-02-25 10:03:22","2242454567","INJUSDT","Limit","BUY","13","3.84INJ","2025-02-25 10:08:12","3.84INJ","13","49.92USDT","FILLED"
"2025-02-25 07:28:54","2241860044","INJUSDT","Limit","BUY","13.03","3.84INJ","2025-02-25 07:28:54","3.84INJ","13.02","49.9968USDT","FILLED"
"2025-02-25 04:06:00","10586767524","SOLUSDT","Limit","BUY","136.8","1.461SOL","2025-02-25 04:11:29","1.461SOL","136.8","199.8648USDT","FILLED"
"2025-02-25 04:04:53","10586696670","SOLUSDT","Limit","SELL","150","1.021SOL","2025-02-25 12:33:44","0SOL","0","0USDT","CANCELED"
"2025-02-25 04:04:13","10586653123","SOLUSDT","Limit","BUY","136.84","0.292SOL","2025-02-25 04:04:13","0.292SOL","136.77","39.93684USDT","FILLED"
"2025-02-25 04:03:14","10586576244","SOLUSDT","Limit","BUY","137.06","0.731SOL","2025-02-25 04:03:19","0.731SOL","137.06","100.19086USDT","FILLED"
"2025-02-25 02:17:13","2240820129","INJUSDT","Limit","BUY","13.1","15.26INJ","2025-02-25 07:24:34","15.26INJ","13.1","199.906USDT","FILLED"
"2025-02-22 10:35:04","2233715056","INJUSDT","Limit","SELL","16.5","10.03INJ","2025-02-25 04:04:59","0INJ","0","0USDT","CANCELED"
"2025-02-21 12:49:20","2230985986","INJUSDT","Limit","BUY","13.49","14.82INJ","2025-02-25 02:16:49","0INJ","0","0USDT","CANCELED"
"2025-02-21 12:49:05","2230984966","INJUSDT","Limit","BUY","14","14.28INJ","2025-02-24 07:07:18","0INJ","0","0USDT","CANCELED"
"2025-02-21 12:48:27","2230983680","INJUSDT","Limit","SELL","17.48","10.03INJ","2025-02-22 10:34:50","0INJ","0","0USDT","CANCELED"
"2025-02-21 12:40:07","2230962867","INJUSDT","Limit","BUY","13.5","14.81INJ","2025-02-21 12:40:16","0INJ","0","0USDT","CANCELED"
"2025-02-20 09:15:19","2227687887","INJUSDT","Limit","SELL","17.2","8.72INJ","2025-02-21 12:40:23","0INJ","0","0USDT","CANCELED"
"2025-02-20 09:14:48","2227686069","INJUSDT","Limit","SELL","16.4","12.19INJ","2025-02-21 09:18:22","12.19INJ","16.4","199.916USDT","FILLED"
"2025-02-20 09:14:22","2227685047","INJUSDT","Limit","BUY","13.4","14.92INJ","2025-02-21 12:48:32","0INJ","0","0USDT","CANCELED"
"2025-02-20 09:14:03","2227684688","INJUSDT","Limit","SELL","18","6INJ","2025-02-20 09:14:29","0INJ","0","0USDT","CANCELED"
"2025-02-20 09:13:46","2227684436","INJUSDT","Limit","SELL","16.4","16INJ","2025-02-20 09:14:26","0INJ","0","0USDT","CANCELED"
"2025-02-18 17:14:54","2222301964","INJUSDT","Limit","BUY","13.48","14.83INJ","2025-02-18 17:15:01","14.83INJ","13.48","199.9084USDT","FILLED"
"2025-02-13 14:24:37","2206747010","INJUSDT","Limit","BUY","13.5","7.4INJ","2025-02-18 16:35:09","7.4INJ","13.5","99.9USDT","FILLED"
"2025-02-12 15:46:41","2203508922","INJUSDT","Limit","SELL","16","22.18INJ","2025-02-17 13:16:48","22.18INJ","16","354.88USDT","FILLED"
"2025-02-10 07:12:09","2195179705","INJUSDT","Limit","BUY","13","15.38INJ","2025-02-10 07:12:09","0INJ","0","0USDT","NEW"
"2025-02-10 07:11:56","2195179492","INJUSDT","Limit","BUY","13.5","22.22INJ","2025-02-12 13:38:09","22.22INJ","13.5","299.97USDT","FILLED"
"2025-01-21 13:29:18","6923982468","BNBUSDT","Limit","BUY","688.9","0.008BNB","2025-01-21 13:29:18","0.008BNB","688.88","5.51104USDT","FILLED"
"2025-01-21 13:28:53","6923979237","BNBUSDT","Limit","BUY","688.44","0.008BNB","2025-01-21 13:29:10","0BNB","0","0USDT","CANCELED"
"2025-01-06 09:08:20","2999599598","VETUSDT","Limit","BUY","0.05062","1975.8VET","2025-01-06 09:26:05","1975.8VET","0.05062","100.014996USDT","FILLED"
"2025-01-06 09:07:50","5821512074","ADAUSDT","Limit","BUY","1.0763","92.8ADA","2025-01-06 09:07:50","92.8ADA","1.0763","99.88064USDT","FILLED"
"2025-01-06 09:07:05","5323029137","FLOKIUSDT","Limit","SELL","0.0001957","510725FLOKI","2025-01-06 09:07:09","510725FLOKI","0.0001957","99.9488825USDT","FILLED"
"2025-01-06 09:06:38","7915050936","DOGEUSDT","Limit","SELL","0.3829","522DOGE","2025-01-06 09:06:38","522DOGE","0.38299","199.92078USDT","FILLED"
"2025-01-06 09:06:14","4341177663","SHIBUSDT","Limit","SELL","0.00002382","4194630SHIB","2025-01-06 09:06:14","4194630SHIB","0.00002382","99.9160866USDT","FILLED"
"2025-01-06 09:05:38","7915044834","DOGEUSDT","Limit","SELL","0.38301","522DOGE","2025-01-06 09:06:17","0DOGE","0","0USDT","CANCELED"
"2025-01-05 11:32:58","2997376218","VETUSDT","Limit","BUY","0.05025","1989.2VET","2025-01-05 11:33:04","1989.2VET","0.05025","99.9573USDT","FILLED"
"2024-12-29 22:33:06","5189284242","FLOKIUSDT","Limit","BUY","0.00017181","581632FLOKI","2024-12-29 22:33:06","581632FLOKI","0.0001718","99.9243776USDT","FILLED"
"2024-12-29 22:06:55","4282954686","SHIBUSDT","Limit","BUY","0.00002154","4642525SHIB","2024-12-29 22:06:55","4642525SHIB","0.00002154","99.9999885USDT","FILLED"
"2024-12-29 22:06:18","4282953199","SHIBUSDT","Limit","BUY","0.00002152","4651162SHIB","2024-12-29 22:06:37","0SHIB","0","0USDT","CANCELED"
"2024-12-29 22:05:43","4282949641","SHIBUSDT","Limit","BUY","0.0000215","4651162SHIB","2024-12-29 22:06:13","0SHIB","0","0USDT","CANCELED"
"2024-12-24 14:54:21","7697631278","DOGEUSDT","Limit","BUY","0.33227","601DOGE","2024-12-24 14:54:21","601DOGE","0.33205","199.56205USDT","FILLED"
"2023-11-22 18:13:09","14836409580","ETHUSDT","Limit","BUY","1960","0.5454ETH","2023-12-08 09:26:20","0ETH","0","0USDT","CANCELED"
"2023-11-22 04:28:50","14828152257","ETHUSDT","Limit","BUY","1951","0.7688ETH","2023-12-08 09:26:21","0ETH","0","0USDT","CANCELED"
"2023-11-22 01:07:34","14826885421","ETHUSDT","Limit","BUY","1935","0.5167ETH","2023-11-22 04:27:46","0ETH","0","0USDT","CANCELED"
"2023-11-21 23:50:32","14825935729","ETHUSDT","Limit","SELL","1979","0.7829ETH","2023-11-22 03:25:56","0.7829ETH","1979","1549.3591USDT","FILLED"
"2023-11-21 23:49:57","14825929659","ETHUSDT","Limit","BUY","1942.81","0.5146ETH","2023-11-21 23:49:57","0.5146ETH","1942.66","999.692836USDT","FILLED"
"2023-11-21 17:49:11","14821004777","ETHUSDT","Limit","SELL","1999","1.0119ETH","2023-11-21 20:40:41","1.0119ETH","1999","2022.7881USDT","FILLED"
"2023-11-21 17:47:14","14820951981","ETHUSDT","Limit","SELL","1990","1.0119ETH","2023-11-21 17:48:44","0ETH","0","0USDT","CANCELED"
"2023-11-21 17:46:25","14820921234","ETHUSDT","Limit","BUY","1950","0.2691ETH","2023-11-21 22:32:34","0.2691ETH","1950","524.745USDT","FILLED"
"2023-11-21 17:45:58","14820902726","ETHUSDT","Limit","BUY","1968.55","0.2544ETH","2023-11-21 17:46:01","0.2544ETH","1968.55","500.79912USDT","FILLED"
"2023-11-21 17:41:01","14820740203","ETHUSDT","Limit","SELL","2004","0.5042ETH","2023-11-21 17:46:01","0ETH","0","0USDT","CANCELED"
"2023-11-21 17:40:31","14820729004","ETHUSDT","Limit","BUY","1970","0.2538ETH","2023-11-21 17:44:53","0.2538ETH","1970","499.986USDT","FILLED"
"2023-11-21 17:39:25","14820700851","ETHUSDT","Limit","BUY","1981.51","0.5047ETH","2023-11-21 17:39:27","0.5047ETH","1981.51","1000.068097USDT","FILLED"
"2023-11-20 14:46:20","14804630059","ETHUSDT","Limit","SELL","2029.23","1.2459ETH","2023-11-20 14:46:24","1.2459ETH","2029.23","2528.217657USDT","FILLED"
"2023-11-17 17:49:18","14777874694","ETHUSDT","Limit","SELL","2047","1.2459ETH","2023-11-20 10:31:30","0ETH","0","0USDT","CANCELED"
"2023-11-17 17:49:08","14777873241","ETHUSDT","Limit","SELL","2050","1.2459ETH","2023-11-17 17:49:11","0ETH","0","0USDT","CANCELED"
"2023-11-17 14:47:30","14774786845","ETHUSDT","Limit","BUY","1935.65","0.1699ETH","2023-11-17 14:47:31","0.1699ETH","1935.65","328.866935USDT","FILLED"
"2023-11-17 12:28:57","14773050414","ETHUSDT","Limit","BUY","1955.25","0.1022ETH","2023-11-17 12:29:11","0.1022ETH","1955.25","199.82655USDT","FILLED"
"2023-11-17 11:29:51","14772485316","ETHUSDT","Limit","BUY","1968.61","0.2546ETH","2023-11-17 11:29:51","0.2546ETH","1968.61","501.208106USDT","FILLED"
"2023-11-17 06:00:17","14769527304","ETHUSDT","Limit","BUY","1977.58","0.1011ETH","2023-11-17 06:01:47","0.1011ETH","1977.58","199.933338USDT","FILLED"
"2023-11-17 04:30:16","14768722204","ETHUSDT","Limit","BUY","1985.5","0.6193ETH","2023-11-17 04:30:16","0.6193ETH","1985.2","1229.43436USDT","FILLED"
"2023-11-17 04:29:28","1046227760","BUSDUSDT","Limit","SELL","0.9997","2460BUSD","2023-11-17 04:29:28","2460BUSD","0.9997","2459.262USDT","FILLED"
"2023-11-13 12:55:52","14717228566","ETHUSDT","Limit","SELL","2058","0.6365ETH","2023-11-13 14:05:42","0.6365ETH","2058","1309.917USDT","FILLED"
"2023-11-13 11:57:27","14716725711","ETHUSDT","Limit","SELL","2057","0.6365ETH","2023-11-13 12:55:14","0ETH","0","0USDT","CANCELED"
"2023-11-13 11:34:10","14716477756","ETHUSDT","Limit","BUY","2043","0.6372ETH","2023-11-13 11:34:16","0.6372ETH","2043","1301.7996USDT","FILLED"
"2023-11-13 09:01:34","14715424636","ETHUSDT","Limit","BUY","2041","0.6369ETH","2023-11-13 10:42:57","0ETH","0","0USDT","CANCELED"
"2023-11-13 08:41:57","14715261246","ETHUSDT","Limit","SELL","2058.2","1.3292ETH","2023-11-13 08:41:57","1.3292ETH","2058.2","2735.75944USDT","FILLED"
"2023-11-13 07:46:14","14714852945","ETHUSDT","Limit","SELL","2059","1.3292ETH","2023-11-13 08:41:41","0ETH","0","0USDT","CANCELED"
"2023-11-13 06:57:45","14714247825","ETHUSDT","Limit","SELL","2059","1.3292ETH","2023-11-13 07:45:36","0ETH","0","0USDT","CANCELED"
"2023-11-13 06:33:19","14713653333","ETHUSDT","Limit","SELL","2049","1.3292ETH","2023-11-13 06:57:33","0ETH","0","0USDT","CANCELED"
"2023-11-13 06:26:09","14713476064","ETHUSDT","Limit","BUY","2033.88","0.3044ETH","2023-11-13 06:26:26","0.3044ETH","2033.88","619.113072USDT","FILLED"
"2023-11-13 05:41:47","14712537148","ETHUSDT","Limit","SELL","2057","1.0251ETH","2023-11-13 06:32:51","0ETH","0","0USDT","CANCELED"
"2023-11-13 04:08:12","14711429634","ETHUSDT","Limit","BUY","2033","0.1475ETH","2023-11-13 05:22:24","0.1475ETH","2033","299.8675USDT","FILLED"
"2023-11-13 03:23:48","14710905144","ETHUSDT","Limit","BUY","2044.5","0.1467ETH","2023-11-13 03:41:29","0.1467ETH","2044.5","299.92815USDT","FILLED"
"2023-11-13 03:23:23","14710896374","ETHUSDT","Limit","SELL","2057","0.7312ETH","2023-11-13 05:40:57","0ETH","0","0USDT","CANCELED"
"2023-11-13 03:22:51","14710890424","ETHUSDT","Limit","BUY","2050","0.7319ETH","2023-11-13 03:22:51","0.7319ETH","2049.67","1500.153473USDT","FILLED"
"2023-11-12 15:10:08","14705452023","ETHUSDT","Limit","SELL","2060.28","1.0296ETH","2023-11-12 15:10:08","1.0296ETH","2060.28","2121.264288USDT","FILLED"
"2023-11-12 09:33:37","14703433071","ETHUSDT","Limit","SELL","2079","0.5148ETH","2023-11-12 15:09:45","0ETH","0","0USDT","CANCELED"
"2023-11-12 09:32:38","14703427691","ETHUSDT","Limit","SELL","2080","1.0296ETH","2023-11-12 09:33:29","0ETH","0","0USDT","CANCELED"
"2023-11-12 00:52:58","14700263581","ETHUSDT","Limit","SELL","2070","0.3403ETH","2023-11-12 09:32:23","0ETH","0","0USDT","CANCELED"
"2023-11-12 00:52:20","14700251211","ETHUSDT","Limit","BUY","2016","0.3472ETH","2023-11-12 00:52:39","0ETH","0","0USDT","CANCELED"
"2023-11-11 19:23:39","14697595504","ETHUSDT","Limit","SELL","2105","0.6893ETH","2023-11-12 09:32:24","0ETH","0","0USDT","CANCELED"
"2023-11-11 19:23:13","14697592727","ETHUSDT","Limit","BUY","2054","0.3407ETH","2023-11-11 21:27:24","0.3407ETH","2054","699.7978USDT","FILLED"
"2023-11-11 14:30:02","14695200806","ETHUSDT","Limit","SELL","2089","0.279ETH","2023-11-11 16:55:18","0.279ETH","2089","582.831USDT","FILLED"
"2023-11-11 14:29:55","14695199140","ETHUSDT","Limit","SELL","2083","0.3ETH","2023-11-11 14:47:53","0.3ETH","2083","624.9USDT","FILLED"
"2023-11-11 01:16:20","14688734548","ETHUSDT","Limit","SELL","2089","0.337ETH","2023-11-11 14:29:12","0ETH","0","0USDT","CANCELED"
"2023-11-11 01:15:06","14688721410","ETHUSDT","Limit","BUY","2064","0.2422ETH","2023-11-11 01:24:04","0.2422ETH","2064","499.9008USDT","FILLED"
"2023-11-11 00:54:14","14688563025","ETHUSDT","Limit","BUY","2072","0.1447ETH","2023-11-11 01:14:42","0ETH","0","0USDT","CANCELED"
"2023-11-10 19:35:11","14686691490","ETHUSDT","Limit","SELL","2114","0.6893ETH","2023-11-11 19:23:20","0ETH","0","0USDT","CANCELED"
"2023-11-10 19:34:23","14686688581","ETHUSDT","Limit","SELL","2115","0.6893ETH","2023-11-10 19:35:01","0ETH","0","0USDT","CANCELED"
"2023-11-10 19:34:00","14686686598","ETHUSDT","Limit","BUY","2078","0.3373ETH","2023-11-10 22:40:18","0.3373ETH","2078","700.9094USDT","FILLED"
"2023-11-10 19:33:13","14686681634","ETHUSDT","Limit","BUY","2091.66","0.3347ETH","2023-11-10 19:33:17","0.3347ETH","2091.66","700.078602USDT","FILLED"
"2023-11-10 19:32:40","14686678234","ETHUSDT","Limit","SELL","2115","0.355ETH","2023-11-10 19:33:32","0ETH","0","0USDT","CANCELED"
"2023-11-10 19:32:23","14686676744","ETHUSDT","Limit","SELL","2115","0.355ETH","2023-11-10 19:32:26","0ETH","0","0USDT","CANCELED"
"2023-11-10 18:11:09","14686097903","ETHUSDT","Limit","SELL","2115","0.355ETH","2023-11-10 19:31:31","0ETH","0","0USDT","CANCELED"
"2023-11-10 18:10:54","14686095051","ETHUSDT","Limit","SELL","2101.21","0.355ETH","2023-11-10 18:10:56","0.355ETH","2101.21","745.92955USDT","FILLED"
"2023-11-10 16:11:44","14685013287","ETHUSDT","Limit","SELL","2109","0.71ETH","2023-11-10 16:14:34","0ETH","0","0USDT","CANCELED"
"2023-11-10 14:18:35","14683647726","ETHUSDT","Limit","SELL","2092","0.2413ETH","2023-11-10 15:35:06","0.2413ETH","2092","504.7996USDT","FILLED"
"2023-11-10 14:18:00","14683638074","ETHUSDT","Limit","BUY","2077.08","0.2407ETH","2023-11-10 14:18:01","0.2407ETH","2077.08","499.953156USDT","FILLED"
"2023-11-10 12:15:04","14682013281","ETHUSDT","Limit","SELL","2096","0.3349ETH","2023-11-10 16:07:00","0.3349ETH","2096","701.9504USDT","FILLED"
"2023-11-10 12:14:11","14681992513","ETHUSDT","Limit","BUY","2076.66","0.3092ETH","2023-11-10 12:14:14","0.3092ETH","2076.66","642.103272USDT","FILLED"
"2023-11-10 10:52:13","14680857634","ETHUSDT","Limit","BUY","2084","0.2399ETH","2023-11-10 12:13:04","0.2399ETH","2084","499.9516USDT","FILLED"
"2023-11-10 10:51:58","14680855778","ETHUSDT","Limit","SELL","2105","0.5ETH","2023-11-10 11:35:47","0.5ETH","2105","1052.5USDT","FILLED"
"2023-11-10 10:51:07","14680846106","ETHUSDT","Limit","BUY","2092.92","0.2389ETH","2023-11-10 10:51:08","0.2389ETH","2092.92","499.998588USDT","FILLED"
"2023-11-10 08:34:44","14679755633","ETHUSDT","Limit","BUY","2093.45","0.1433ETH","2023-11-10 08:34:44","0.1433ETH","2093.34","299.975622USDT","FILLED"
"2023-11-10 08:34:27","14679753156","ETHUSDT","Limit","BUY","2092.55","0.1433ETH","2023-11-10 08:34:46","0ETH","0","0USDT","CANCELED"
"2023-11-10 07:41:24","14679050749","ETHUSDT","Limit","SELL","2119","0.6153ETH","2023-11-10 10:51:34","0ETH","0","0USDT","CANCELED"
"2023-11-10 07:16:25","14678791493","ETHUSDT","Limit","BUY","2105","0.1425ETH","2023-11-10 07:19:24","0.1425ETH","2105","299.9625USDT","FILLED"
"2023-11-10 07:01:17","14678656224","ETHUSDT","Limit","SELL","2119","0.473ETH","2023-11-10 07:41:15","0ETH","0","0USDT","CANCELED"
"2023-11-10 07:01:00","14678653987","ETHUSDT","Limit","BUY","2110","0.2369ETH","2023-11-10 07:01:00","0.2369ETH","2110","499.859USDT","FILLED"
"2023-11-10 05:15:27","14677486185","ETHUSDT","Limit","SELL","2126","0.2362ETH","2023-11-10 05:21:51","0.2362ETH","2126","502.1612USDT","FILLED"
"2023-11-10 05:14:54","14677479765","ETHUSDT","Limit","BUY","2113","0.2366ETH","2023-11-10 06:18:20","0.2366ETH","2113","499.9358USDT","FILLED"
"2023-11-10 05:14:35","14677477422","ETHUSDT","Limit","SELL","2130","0.2362ETH","2023-11-10 05:15:18","0ETH","0","0USDT","CANCELED"
"2023-11-10 04:17:13","14676648161","ETHUSDT","Limit","BUY","2114.99","0.2364ETH","2023-11-10 04:17:13","0.2364ETH","2114.74","499.924536USDT","FILLED"
"2023-11-09 12:50:17","14663143833","ETHUSDT","Limit","BUY","1903","0.5254ETH","2023-11-09 13:38:23","0ETH","0","0USDT","CANCELED"
"2023-11-09 08:52:40","14661349971","ETHUSDT","Limit","SELL","1917.34","0.2612ETH","2023-11-09 08:52:40","0.2612ETH","1917.44","500.835328USDT","FILLED"
"2023-11-09 07:57:12","14661065548","ETHUSDT","Limit","BUY","1911.62","0.2615ETH","2023-11-09 07:57:12","0.2615ETH","1911.49","499.854635USDT","FILLED"
"2023-11-08 16:31:31","14652920260","ETHUSDT","Limit","BUY","1881","0.2659ETH","2023-11-09 05:23:43","0ETH","0","0USDT","CANCELED"
"2023-11-08 15:42:20","14652621252","ETHUSDT","Limit","BUY","1880.42","0.5317ETH","2023-11-08 16:31:12","0ETH","0","0USDT","CANCELED"
"2023-11-08 06:29:30","14649618055","ETHUSDT","Limit","SELL","1888","0.691ETH","2023-11-08 10:26:05","0.691ETH","1888","1304.608USDT","FILLED"
"2023-11-08 04:32:16","14649033444","ETHUSDT","Limit","BUY","1869","0.2675ETH","2023-11-08 10:31:22","0ETH","0","0USDT","CANCELED"
"2023-11-08 04:32:08","14649033086","ETHUSDT","Limit","BUY","1874","0.16ETH","2023-11-08 06:19:26","0.16ETH","1874","299.84USDT","FILLED"
"2023-11-08 04:19:07","14648994503","ETHUSDT","Limit","BUY","1880.8","0.5316ETH","2023-11-08 04:21:16","0.5316ETH","1880.8","999.83328USDT","FILLED"
"2023-11-08 04:19:01","14648993988","ETHUSDT","Limit","BUY","1880.8","0.5316ETH","2023-11-08 04:19:10","0ETH","0","0USDT","CANCELED"
"2023-11-08 03:16:25","14648732328","ETHUSDT","Limit","BUY","1885.89","0.3181ETH","2023-11-08 03:16:44","0ETH","0","0USDT","CANCELED"
"2023-11-07 18:09:16","14644653562","ETHUSDT","Limit","SELL","1883.98","0.754ETH","2023-11-07 18:09:18","0.754ETH","1883.98","1420.52092USDT","FILLED"
"2023-11-07 17:57:57","14644510385","ETHUSDT","Limit","SELL","1885","0.754ETH","2023-11-07 18:08:52","0ETH","0","0USDT","CANCELED"
"2023-11-07 17:43:54","14644403464","ETHUSDT","Limit","SELL","1870.57","0.7539ETH","2023-11-07 17:44:00","0.7539ETH","1870.57","1410.222723USDT","FILLED"
"2023-11-07 13:06:10","14641806226","ETHUSDT","Limit","SELL","1897","1.5079ETH","2023-11-07 17:43:48","0ETH","0","0USDT","CANCELED"
"2023-11-07 10:03:39","14640236706","ETHUSDT","Limit","BUY","1877.54","0.1312ETH","2023-11-07 10:03:40","0.1312ETH","1877.54","246.333248USDT","FILLED"
"2023-11-07 10:01:02","14640193027","ETHUSDT","Limit","SELL","1889","1.3769ETH","2023-11-07 10:03:51","0ETH","0","0USDT","CANCELED"
"2023-11-07 10:00:03","14640176026","ETHUSDT","Limit","BUY","1874.8","0.2657ETH","2023-11-07 10:00:04","0.2657ETH","1874.8","498.13436USDT","FILLED"
